name,director,year,genre,likes,rating,critics,imbdScore,Torrent720,Torrent1080,cantComent,synopsis
Why?,Corbin Timbrook,2021,Action / Horror,9,-,-,3.5,https://yts.mx/torrent/download/A9F09210E0D8546BD0C967794C59CC0A98673099,https://yts.mx/torrent/download/9B96317A8571B0324CE53E0205F4E67F775C080C,10,Writer Blake Sinclair finds herself in a fight for her life against a bloodthirsty maniac who has been leaving multiple victims in his wake as he returns to the mountain town of Northdale.
Woman's Trail: Wet Path,Kazunari Takeda,1980,Drama,6,-,-,5.1,https://yts.mx/torrent/download/78E763E6D4B36EEAC163587FF2A2F132441CB9BA,https://yts.mx/torrent/download/3A17487FEFC17AAD1BE49EB78D46E7C8AE768BAD,4,"A man travels with his pill-popping girlfriend to the headquarters of her Yakuza boss husband, in order to claim her for himself."
Edge of Darkness,Lewis Milestone,1943,Drama / War,2,-,79%,7.2,https://yts.mx/torrent/download/D904D8EC82737D9EEA088CE54951CA111868DFC2,https://yts.mx/torrent/download/61ED5D4172543E6BBBFA5458951266B18C761C8E,1,"It's two years after the Nazi's invasion of Norway, and in a small fishing village that is headquarters to one hundred fifty German soldiers, the eight hundred locals are stewing, waiting for a supply of arms so they can revolt. Leaders include Karen Stensgard (Ann Sheridan), whose father, Dr. Martin Stensgard (Walter Huston), is not all that sure that an open revolt will accomplish much, and whose brother has previously proven to be disloyal to Norway, and Gunnar Brogge (Errol Flynn), a fisherman who was planning to sail to England to fight, but changed his mind on hearing of English arms being delivered. Although the Nazi's cruelty is evident, the townspeople bide their time, until one incident causes the stewpot to boil over. —Ron Kerrigan"
The Unseen River,Pham Ngoc Lan,2020,Drama,1,-,-,6.2,https://yts.mx/torrent/download/3585B6A724ABC0DB0E9544B8FFD4285E5D015778,https://yts.mx/torrent/download/BDE3057C44E5F44685715AD6DB08623C1760FB0C,0,"Stories told along the river: a woman reunites with her ex-lover at a hydroelectric plant; meanwhile, a young man travels downstream to a temple in search of a cure for his insomnia."
Eugénie Grandet,Marc Dugain,2021,Drama,0,-,-,6.1,https://yts.mx/torrent/download/CF8B98122CDBF275EEFDEF374425E3A88B049CB3,https://yts.mx/torrent/download/997165FBCAF8F5B96F4B570524EDC377B9159F4B,1,"Felix Grandet reigns supreme in his modest house in Saumur where his wife and daughter Eugenie lead a distraction-free existence. Extremely avaricious, he does not take a favorable view of the beautiful parties who rush to ask for his daughter's hand. Nothing should damage the colossal fortune he hides from everyone. The sudden arrival of Grandet's nephew, an orphaned and ruined Parisian dandy, turns the young girl's life upside down. —jakkepoes"
Livin' Large!,Michael Schultz,1991,Comedy / Drama,0,-,-,5.1,https://yts.mx/torrent/download/3B2126A5177046B63A222D97960A37678C40AA24,https://yts.mx/torrent/download/997165FBCAF8F5B96F4B570524EDC377B9159F4B,3,A young black reporter begins to lose his identity.
Bloody Pit of Horror,Massimo Pupillo,1965,Horror,1,-,-,4.6,https://yts.mx/torrent/download/4BC387FB4177525D1A052F53D6518438FF97CF24,https://yts.mx/torrent/download/A9B12897B57D501F7E5C2CDD0E215A328ACF6E64,4,"Writer Rick and his publisher Daniel Parks finally find the ideal location in Italy to shoot some photographs for Rick's Horror photo-novel when they come across an ideal spot. The seemingly deserted castle looks perfect from the outside, so Rick and Daniel, accompanied by his secretary Edith, their photographer Dermott, and his five young models decide to break in. They soon find the castle is actually occupied by former actor, Travis Anderson, who initially is annoyed with these visitors until he recognises Edith, his ex-fiancèe amongst them. He decides to give them permission to use his castle, but warns them that the dungeons are off limits. Will they heed his warning? —bcarruthers-76500"
They/Them/Us,Jon Sherman,2021,Comedy / Drama / Romance,3,-,-,5.2,https://yts.mx/torrent/download/7A6783CC79205FE7D643F1013B3419BAABAB91D6,https://yts.mx/torrent/download/EF38E780C5B6BCF9FE9C2B58D6883BD0B7BCF1C1,8,"Charlie and Lisa, two divorced parents in their 40's who find themselves at a midlife crossroads. Both are single parents and they have four complicated teenagers."
The Wedding Day,Wojciech Smarzowski,2021,Drama,4,-,-,6.8,https://yts.mx/torrent/download/CFB96E85CECDE0D995E6C9D96BB7CDFB6B7AC3AE,https://yts.mx/torrent/download/80BC4DC18F4B85532E7DCFEBAD4CB870EED0A3A4,2,The story of a WWII tragedy in a Polish village mixed with the story of a wedding taking place in the same place 100 years later. A bitter look at a xenophobic community that forgets its own history.
Bridal Boot Camp,Jake Helgren,2017,Comedy / Romance,2,-,-,5.2,https://yts.mx/torrent/download/421A160C5F225F4665BFC99C64BBB3151696F470,https://yts.mx/torrent/download/B771E0B814E122B16A7EE30F01D6F6A8A04E5F56,1,"When pretty dress-maker Andy joins a motley crew of brides-to-be for a grueling bridal boot camp, where young ladies learn how to become ""better"" brides, she thinks she's found the perfect place to become the perfect bride. But when Andy meets Casey, a handsome delivery man who doesn't believe in marriage, she starts to question her picture perfect image of her current engagement and what marriage truly means. —Jake Helgren"
Miss Nelson Is Back,Virginia Wilkos,1999,Animation,1,-,-,7.3,https://yts.mx/torrent/download/29B0F85E38E6414AD45A791979E6A47EBDFBD32A,https://yts.mx/torrent/download/647E06A07F98EEBD82049D1FCA2EBDDEBC6D9155,2,"When the kids in Room 207 find out that their teacher, Miss Nelson, will be away for a few days, they prepare to act up - despite the likely appearance of Miss Viola Swamp, the meanest substitute in the whole world."
Love by Chance,Gary Harvey,2016,Comedy / Romance,1,-,45%,6.2,https://yts.mx/torrent/download/F7AEB756C9789BFF87A032B5C342E39574E9667F,https://yts.mx/torrent/download/622ACDA1B813EC8B39678BDD55C5BD3DD5FBB4CD,0,"Claire, an ambitious pastry chef, is busy running her new restaurant, but her meddling mom is preoccupied with her lack of love life. Without her knowledge, Claire's mother finds her the perfect man, but when Claire finds out it wasn't fate that brought them together, it could ruin the relationship."
The Ernie Game,Don Owen,1967,Drama,0,-,-,6.5,https://yts.mx/torrent/download/7FA9136967E75ECBDFF270F9369DEF2A7CB6DE8A,https://yts.mx/torrent/download/D0C05AB8CAE76179D1EA199E8998A65D47839FCB,0,"Ernie Turner is released from a mental hospital and evicted from his apartment. Alienated and indifferent to life, he meets Donna, a beautiful young woman while wandering down the street. Donna takes pity on Ernie despite him being in a terminal state of confusion and the two become involved with each other. Later at a party, Ernie meets a former girlfriend, Gail, and the two resume their previous relationship. For Ernie life is a game, but as he moves between the two women, his fragile mental state declines and his imagined rejections drive him to fantastic and dangerous schemes. —pr1mal_1"
Nightmare Alley,Guillermo del Toro,2021,Action / Crime / Drama / Thriller,111,68%,79%,7.2,https://yts.mx/torrent/download/211529A80B42C0ECBDF7DDD74347650DA4A97B30,https://yts.mx/torrent/download/6DA1ECFA76CAB5D222A7CFAFBE81E34BD6820D74,42,"Stan burns down his home and takes a job as a carny with a traveling carnival. Stan is disturbed at how any man could sink to the level of performing as a geek. Clem explains that he seeks out alcoholic or drug-addicted men with troubled pasts, and lures them in with promises of a ""temporary"" job and opium-laced alcohol. He then uses their dependence until they sink into madness and depravity, thus creating a new geek. Stan also works with clairvoyant act ""Madame Zeena"" and her alcoholic husband, Pete. He and Zeena warn Stan not to ever use these skills otherwise people get hurt. Meanwhile Stan becomes attracted to fellow performer Molly and approaches her with an idea for a two-person act away from the carnival. —Frank Liesenborgs"
Dreamland: The Burning of Black Wall Street,Salima Koroma,2021,Documentary,1,-,-,6.2,https://yts.mx/torrent/download/FCAAE9BD3ECAC829A13B5F60047083CA34943CBC,https://yts.mx/torrent/download/504D4D126BB6C065BD37F3ADCC5F2C7530CAD5A8,12,"A documentary celebrating the Black cultural renaissance that existed in the Greenwood district of Tulsa, OK, and investigates the 100-year-old race massacre that left an indelible, though hidden stain on American history."
The Reunion,Phil Donlon,2022,Drama,2,-,-,6.1,https://yts.mx/torrent/download/6AF3DDB38DA3F8499B8ACA1B89F185BAC2C4A4DD,https://yts.mx/torrent/download/4F5B5B3550D3059ADCC7BB1884A95D8187779A7F,3,Ricky Reilly is on a spiritual journey when he runs into his childhood nemesis and is then challenged by his best friend to confront the nemesis at their high school reunion.
Leave No Traces,Jan P. Matuszynski,2021,Drama,3,-,40%,7.2,https://yts.mx/torrent/download/23DCC6A0AA842023D69BE5E049AF1859CE25FCB5,https://yts.mx/torrent/download/5028CB8382CC7E5D67D11D76154A40989C7DFFAA,1,"Poland, 1983. Despite the suspension, the martial law imposed by the communist authorities, aimed at suppressing the Solidarity opposition, is still in force in the country. On May 12, Grzegorz Przemyk, son of the opposition poet Barbara Sadowska, is arrested and badly beaten by a police patrol. Przemyk dies after two days of agony. The only witness to the fatal beating is one of Grzegorz's colleagues, Jurek Popiel, who decides to fight for justice and to testify against the police. Initially, the state apparatus, including the Ministry of the Interior, downplays the case. However, when over 20 thousand. People will march through the streets of Warsaw behind Przemyk's coffin, the authorities decides to use any tools against the witness and the deceased's mother to discredit them and prevent Jurek from testifying in court. —G"
"Right Now, Wrong Then",Sang-soo Hong,2015,Drama / Romance,6,-,-,7.2,https://yts.mx/torrent/download/3E8B2B00229482376A81C24B1F3C64FBF2A4500C,https://yts.mx/torrent/download/0F721F5D4325DB15CDAB4C85F05F96BF6095A647,1,"Quite by accident, a film director arrives in town a day early. With time to kill before his lecture the next day, he stops by a restored, old palace and meets a fledgling artist. She's never seen any of his films, but knows he's famous. They talk. And together, they go to her workshop to look at her paintings, have Sushi and Soju. More conversation follows, and drinks, and then an awkward get-together with friends where all sorts of secrets are revealed. All the while, they may or may not be falling for each other. Then, quite unexpectedly, we begin again, but now things appear somewhat different."
A Hero,Asghar Farhadi,2021,Drama / Thriller,26,-,-,7.5,https://yts.mx/torrent/download/0EEE353BC12DA9DD4DC62E7CEFEDA12FD5D35BBA,https://yts.mx/torrent/download/B9889195D5BB9DC5A920B48AE86763F8307DD956,7,"Rahim is in prison because of a debt he was unable to repay. During a two-day leave, he tries to convince his creditor to withdraw his complaint against the payment of part of the sum. But things don't go as planned."
Moon Crash,Noah Luke,2022,Sci-Fi,6,-,-,2.3,https://yts.mx/torrent/download/19E47C18E79518112D15E36927F1E21120D70C0E,https://yts.mx/torrent/download/5D499992680EE4C8891AADBF985557EA272B7C76,17,"A global steelworks company partners with an aerospace firm to mine the Moon. But when a drilling accident causes a giant piece of the Moon to crack off and hurtle towards Earth, the surviving space team and the head of the firm must figure out how to destroy the meteoroid before it wipes out the entire planet. —JoBlo"
Walter,Varante Soudjian,2019,Action / Adventure / Comedy,3,-,-,5.1,https://yts.mx/torrent/download/4F4FB85B6FD1B8981C1C422CB193A24B08D50A9C,https://yts.mx/torrent/download/5EBA9DA5989EFCC997BC916ABEE029559F6190C7,1,"An imposing but kind and gentle black guy, Walter works as a security guard at a supermarket. One night, a team of burglars, consisting of the determined Victor plus 4 rough-edged and ill-disciplined youngsters, deliberately trigger the alarm to get Walter to come and open up the supermarket. But the robbers never imagined they'd be dealing with not just the stereotypical ""brave"" security guard but a former African warrior intent on foiling their ill-advised robbery attempt. —Happy_Evil_Dude"
"Now You See Him, Now You Don't",Robert Butler,1972,Comedy / Family / Sci-Fi,2,57%,80%,6.3,https://yts.mx/torrent/download/4498810CCCB3A2853030BF487D1636032DFA304A,https://yts.mx/torrent/download/741A552AE68D331D89D28314746CAA3E79C70A35,4,"A chemistry student invents a spray that makes its wearer invisible. A crook finds out about it, and plans to steal it for himself."
Next of Kin,John Irvin,1989,Action / Crime / Thriller,61,45%,56%,5.9,https://yts.mx/torrent/download/CE977853053E4244CC974B5999209E5C57C589C0,https://yts.mx/torrent/download/613D06D3235D29AFE67F0816A9A2F6CB33E6AB2A,2,"Truman, a Chicago cop, sets out to find the killer of his brother. Meanwhile, another of his brothers, Briar (a hillbilly) decides to find the killer himself. —Rob Hartill"
The Rundown,Peter Berg,2003,Action / Adventure / Comedy / Thriller,177,66%,69%,6.7,https://yts.mx/torrent/download/4E733FA169A92115EFD6512DDB0CA1BED6E26F3E,https://yts.mx/torrent/download/8810D37F6DE0C787D66AF11D110696FC4F65B7DA,10,"In an attempt to earn enough money to start his own small business, the dauntless bounty hunter--or retrieval expert--and aspiring restaurateur, Beck, is talked into bringing back home his shady boss' adventure-seeking son, Travis, from the impenetrable Amazon jungle. However, there, in the dusty town of El Dorado, Beck is in for a wild ride, as the local tyrant and powerful mining baron, Cornelius Hatcher, too, is desperately trying to track down Travis: the only person who knows the exact location of a precious golden artefact. Now, the feisty barmaid with the hidden agenda, Mariana, and Hatcher's small army of whip-cracking gun-toting henchmen are after Beck and Travis, hell-bent on finding first the rare statuette. Will they get out of the jungle in one piece? —Nick Riganas"
Mine Games,Richard Gray,2012,Horror / Mystery / Thriller,6,-,-,5.4,https://yts.mx/torrent/download/F25EB31DCF6B04479014393745F6F29C35DB54ED,https://yts.mx/torrent/download/329013B3853D1F88711AD9A8E15CD7E50DC368B3,0,"A group of young friends make an incomprehensible discovery in an abandoned mine, but the more they try to change the future, the more they seal their fate."
Power,Sidney Lumet,1986,Drama,2,-,-,5.7,https://yts.mx/torrent/download/CD972390DDAE676D112C4C930D2C5A44AC77B287,https://yts.mx/torrent/download/73E97A65555524884ACD6FA11267F9A9113B16AB,0,"Pete St. John is a powerful and successful political consultant, with clients spread around the country. When his long-time friend and client, Ohio senator Sam Hastings, decides to quit politics, he is rapidly drafted to help with the campaign of the man destined to succeed him, unknown and mysterious businessman Jerome Cade. In parallel, and unaware of the potential dangers, he proceeds to unravel the mystery surrounding Hastings dropping out, with the aide of his ex-wife, a prominent Washington-based journalist. But interests more powerful than local arm wrestling are at stake, and things start going awry. —Jaber"
,,,,,,,,,,,
Alick and Albert,Douglas Watkin,2021,Documentary,3,-,-,0,https://yts.mx/torrent/download/E12C191407B364F549EF3F7E54174CD78DFADE1C,https://yts.mx/torrent/download/BF75838682B2B1B130752D5B1FC2CB5BF2D0DA5E,0,"""Alick and Albert"" explores the intersection of art, science and nature. At an exhibition of Torres Strait art in Monaco artist-activist, Alick Tipoti, invites Prince Albert of Monaco to Badu island. To his surprise, Albert accepts the invitation but it takes some years before he is able to visit Badu with a delegation from the Monaco Oceanographic Museum. Albert stays at the local motel, goes reef diving, meets with artists and talks with Elders. The two friends reflect on the similarities of their tiny communities, worlds apart but connected by the ocean. They agree to raise awareness about the global tsunami of plastic pollution and rising sea levels facing the Torres Strait."
C'est la vie,Diane Kurys,1990,Comedy / Drama / Romance,2,-,-,6.2,https://yts.mx/torrent/download/863EB57A87D71AE3382F39400E19DD72F8AA53E8,https://yts.mx/torrent/download/90EE7289F70F3F9078B0C5AD28FEFB82BD8D1595,1,"Summer 1958. Frédérique and Sophie go on vacation as they do every year to La Baule, where they find their uncle, Léon, nice and loud mouth, their aunt Bella, pregnant, and their little cousins. Like every year? Not quite. This year, Léna, their mother, is still staying in Lyon for mysterious reasons. If Sophie's six-year-old's don't pay attention any more, Frédérique's thirteen-year-old noticed a discomfort between Mom and Dad. In fact, nothing is going well. Léna can no longer support life with Michel, her husband, and is in love with a young artist, Jean-Claude. He comes to join Léna as soon as she arrives and finds her every evening on the beach, in her tent. The smoldering crisis does not prevent children from doing stupid things (setting fire to the Mickey Club, poisoning goldfish with suppositories), nor from experiencing their first emotional emotions. One day, Michel arrives. Things are going very badly, and Frédérique is forced to intervene to separate him from his mother. Lena then announces her decision to divorce the children. Michel will try to convince her one last time, but in vain. At the end of the holidays, Léna and the two little girls do not return to Lyon."
The Substitute 3: Winner Takes All,Robert Radler,1999,Action / Crime / Thriller,2,-,17%,4.7,https://yts.mx/torrent/download/C58068E26A3D0EC062E24F35C6A628A9BD0C7FB8,https://yts.mx/torrent/download/B219F1D9896C8153CFC7F0D1E30C317367040409,2,"Professional mercenary Karl Thomasson, his friend Macy, and an albanian girl are being held in a brutal Kosovo prison where Macy is severely beaten. Just before he dies, Macy gives Karl a medal to give to Macy's daughter Nicole Stewart, who is a professor of english at Eastern Atlantic University on Long Island in New York. Karl and the Albanian girl then escape, and Karl kills their two captors. Three months later, Karl shows up at the university and visits Nicole, who is reluctant to accept Macy's medal because due to his military obligations, Macy was out of Nicole's life more than he was in it. Soon after Karl visits Nicole, she is brutally beaten up. When Karl hears of this, he has his friends Ed Lincoln and Rahmel help him take over as Nicole's substitute under a false name, then Karl brings another mercenary friend named Andy in on the investigation of the beating so Andy can work with Karl, Ed, and Rahmel. Karl believes it was a member of the football team who did it then he discovers that members of the team have been doing steroids. Karl doesn't completely know what's going on until he and his mercenary friends investigate people such as head coach Bill Braden and Tony Lo Russo, the son of local crime boss Vincent ""Vinnie The Brick"" Lo Russo. This is when innocent lives are in the most danger. Can Karl and his mercenary crew stop the evil forces behind the steroid plot whoever they are? —Todd Baldridge"
Los ritos sexuales del diablo,José Ramón Larraz,1982,Drama / Horror / Mystery,10,-,-,4.8,https://yts.mx/torrent/download/7291CE0F7EC4A6BEF4928D0AF7C7E605018A7847,https://yts.mx/torrent/download/C69D27C77EE3E392EEFF162F39E9670FEFA1A92E,7,"A young woman travels with her partner to England on the unexpected death of her brother. Staying with her sister-in-law, she finds her companion soon drawn into a satanic cult based in the house whose rites seem to centre somewhat on large-scale sexual congress. —Jeremy Perkins {J-26}"
Leonardo: The Works,Phil Grabsky,2019,Documentary,8,-,-,7.6,https://yts.mx/torrent/download/657890F8ABF9E46649F165C56C8DBE62E68BD6FB,https://yts.mx/torrent/download/1FEA026391C547E2020D162EACF8EA83F1524E08,1,"Leonardo da Vinci's peerless paintings and drawings are the focus of Leonardo: The Works, as EXHIBITION ON SCREEN presents every single attributed painting, in Ultra HD quality, never seen before on the big screen."
Songs My Brothers Taught Me,Chloé Zhao,2015,Drama,4,-,-,7.1,https://yts.mx/torrent/download/6F7F49C7B6592EE21245437B02716631C7F1AED0,https://yts.mx/torrent/download/4F604223D184B026D17C267A8189B16A9FDACA92,1,"With an older brother in jail and living with their single mother on Pine Ridge Reservation, Johnny and his sister Jashuan's lives develop new challenges when their absentee cowboy father suddenly dies. The loss prompts Johnny to strike out for Los Angeles, but would mean leaving behind his beloved sister. —Red Haircrow"
,,,,,,,,,,,
Exhibition on Screen: Degas - Passion For Perfection,David Bickerstaff,2018,Documentary,3,-,-,7.3,https://yts.mx/torrent/download/4C8610195D49689AC179CCF7E59C3F7DDF9D4B41,https://yts.mx/torrent/download/A981903BAD5B40ECBB672922CBD78C90C02C95C3,2,"A new ""Exhibition on Screen"" exploration of the French impressionist artist Edgar Degas."
Pink Curtain,Yasuaki Uegaki,1982,Drama / Romance,13,-,-,4.9,https://yts.mx/torrent/download/BE945484C043C2109AB5B3E631DC554A848519B9,https://yts.mx/torrent/download/8049ECDF13F8A30BF626EC18627B99ACD5D4EF9F,16,"Okuyama is a stocker at the supermarket who has no luck with women. His life is thrown upside down when his sister Noriko unexpectedly moves into his house. Okuyama is overcome with lustful thoughts for her, but she regards him simply as a brother."
Los ritos sexuales del diablo,José Ramón Larraz,1982,Drama / Horror / Mystery,10,-,-,4.8,https://yts.mx/torrent/download/7291CE0F7EC4A6BEF4928D0AF7C7E605018A7847,https://yts.mx/torrent/download/C69D27C77EE3E392EEFF162F39E9670FEFA1A92E,7,"A young woman travels with her partner to England on the unexpected death of her brother. Staying with her sister-in-law, she finds her companion soon drawn into a satanic cult based in the house whose rites seem to centre somewhat on large-scale sexual congress. —Jeremy Perkins {J-26}"
Leonardo: The Works,Phil Grabsky,2019,Documentary,8,-,-,7.6,https://yts.mx/torrent/download/657890F8ABF9E46649F165C56C8DBE62E68BD6FB,https://yts.mx/torrent/download/1FEA026391C547E2020D162EACF8EA83F1524E08,1,"Leonardo da Vinci's peerless paintings and drawings are the focus of Leonardo: The Works, as EXHIBITION ON SCREEN presents every single attributed painting, in Ultra HD quality, never seen before on the big screen."
Songs My Brothers Taught Me,Chloé Zhao,2015,Drama,4,-,-,7.1,https://yts.mx/torrent/download/6F7F49C7B6592EE21245437B02716631C7F1AED0,https://yts.mx/torrent/download/4F604223D184B026D17C267A8189B16A9FDACA92,1,"With an older brother in jail and living with their single mother on Pine Ridge Reservation, Johnny and his sister Jashuan's lives develop new challenges when their absentee cowboy father suddenly dies. The loss prompts Johnny to strike out for Los Angeles, but would mean leaving behind his beloved sister. —Red Haircrow"
,,,,,,,,,,,
Exhibition on Screen: Degas - Passion For Perfection,David Bickerstaff,2018,Documentary,3,-,-,7.3,https://yts.mx/torrent/download/4C8610195D49689AC179CCF7E59C3F7DDF9D4B41,https://yts.mx/torrent/download/A981903BAD5B40ECBB672922CBD78C90C02C95C3,2,"A new ""Exhibition on Screen"" exploration of the French impressionist artist Edgar Degas."
Pink Curtain,Yasuaki Uegaki,1982,Drama / Romance,13,-,-,4.9,https://yts.mx/torrent/download/BE945484C043C2109AB5B3E631DC554A848519B9,https://yts.mx/torrent/download/8049ECDF13F8A30BF626EC18627B99ACD5D4EF9F,16,"Okuyama is a stocker at the supermarket who has no luck with women. His life is thrown upside down when his sister Noriko unexpectedly moves into his house. Okuyama is overcome with lustful thoughts for her, but she regards him simply as a brother."
Curfew,Gary Winick,1989,Crime / Drama / Horror,1,-,-,4.1,https://yts.mx/torrent/download/A8AE4421E62489F1FFE6AD695B91416351DAC98B,https://yts.mx/torrent/download/4D5589D1304767F04405644DB67C84A1BD4F0FB2,0,"Two escaped brothers track down the people who sentenced them to death row, including a doctor and the judge. But when they get to the D.A. and his family they have an especially lengthy revenge plot in mind for them."
Princesse Tam-Tam,Edmond T. Gréville,1935,Comedy / Drama,3,-,-,6.3,https://yts.mx/torrent/download/5180A0798089DADF0A932D71EF11C10B5F656E26,https://yts.mx/torrent/download/0ACBA7D5C5C38CABFCFF65499117976D22F50580,1,"Max de Mirecourt, celebrated French novelist, takes a vacation from his social-butterfly wife in Tunisia, where he meets beautiful Alwina, a barefoot hill shepherdess. To cure his writer's block, Max casts Alwina as heroine in a real-life 'Pygmalion' story. She reacts to civilized ways and emotions with charming simplicity. Now Max, stung by reports of his wife's affair with a dark-skinned maharajah, has the idea of launching Alwina in Paris society as a princess. Will civilization spoil her wild charms? Who will pair off with whom? —Rod Crawford"
Cold Heart,Dennis Dimster,2001,Crime / Romance / Thriller,6,-,-,5.1,https://yts.mx/torrent/download/634B38E485B8FAA54054554B8B869C040F6963AE,https://yts.mx/torrent/download/74220685061DC86C688E482972AAD6A56632AD15,0,"A woman discovers becoming attracted to the wrong man can have deadly consequences in this tense erotic thriller. Linda (Nastassia Kinski) is a woman whose life would seem ideal on the surface: she runs a thriving business and is happily married to Phil (Jeff Fahey), a psychiatrist. But a faint air of discontent has begun to creep into her relationship, and when Phil arranges for Linda to hire Sean (Josh Holloway), one of his patients, as an assistant, she finds herself seriously tempted for the first time. Linda impulsively sleeps with Sean one night, but the next day decides she made a mistake and tries to break off her affair. Sean, however, is not willing to give her up so easily, and his attraction to her soon becomes a dangerous obsession. —moviezfever.com"
The Window,Ted Tetzlaff,1949,Action / Drama / Film-Noir / Thriller,10,75%,100%,7.4,https://yts.mx/torrent/download/4925F952DA018A9BE2E2CBAFBC83FA5CA63EA648,https://yts.mx/torrent/download/A10F7D3FFF73309BFC23ECC9CF5C1A0C2643F663,10,"At the age of 9, Tommy Woodry has a reputation for telling tall tales -- the latest one being that his family is moving from Manhattan to a ranch out west. When the landlord interrupts the Woodrys at dinner to show their about-to-be-vacated apartment, the Woodrys tell Tommy enough is enough. Then that hot summer night Tommy decides to sleep on the fire escape -- outside the Kellerson's apartment, since it is a story higher and gets more breeze. Tommy sees the Kellersons kill a man. Tommy's parents and the police won't believe his story. But the Kellersons want to silence him. —Dale O'Connor"
Insiang,Lino Brocka,1976,Drama,5,96%,100%,7.6,https://yts.mx/torrent/download/A8AE1E8F86DB4077CDA276F29F209EB51CF11B98,https://yts.mx/torrent/download/7CB6BEB0842870203873C52BDB69523FDF2A2910,8,"Trapped in the slums, Insiang loathes living with her disapproving, sharp-tongued mother Tonya. Abandoned by her husband long ago, Tonya takes out her bitterness on those around her. In a fit of anger she finally evicts her husband's relatives who have been living with her, but not because they aren't bringing money into the house anymore: she's making way for her young boyfriend Dado to move in. Dado, the town bully, is young enough to be her son, and this new living situation becomes the talk of the town. Dado soon forces himself on Insiang; at first outraged, Tonya soon takes Dado's side and blames her daughter for her own rape. Insiang leaves home to seek support and solace from her ardent would-be boyfriend Bebot, but he proves to be another Lothario. Forced to return home, Insiang turns this inescapable situation upon itself to exact revenge. —statmanjeff"
The Policeman's Lineage,Kyu-maan Lee,2022,Crime / Drama,10,-,-,6,https://yts.mx/torrent/download/A7DDE9D2FA74100869FCDEE0CCEB61DEF11D0FE4,https://yts.mx/torrent/download/E608F325A8371D51045C73E875D0352A93EF0E04,0,"Park Gang-Yoon is the chief of an investigation team that deals with serious crimes. His team has an unrivaled arrest record. Park Gang-Yoon prioritizes making arrests. For that, he doesn't mind using illegal methods to get information. Choi Min-Jae is a rookie police officer. He is a man of principle. To obtain a secret document about his deceased father, he accepts a mission to monitor Park Gang-Yoon and gather information on his corrupt dealings. He then joins Park Gang-Yoon's team."
King Lear,Trevor Nunn,2008,Drama,1,-,-,7.5,https://yts.mx/torrent/download/2741F2BAE48CD800DCC29FEF3861348C6C612B5E,https://yts.mx/torrent/download/E893B760C24C780FCC1F32FE7D63AC0AABD20147,1,"Sir Ian McKellen gives a tour-de-force performance as Shakespeare's tragic monarch, in this special television adaptation of the Royal Shakespeare Company production of one of the playwright's most enduring and haunting works."
Blessed Event,Roy Del Ruth,1932,Comedy / Drama,2,-,75%,7,https://yts.mx/torrent/download/3EB45D4553CC3818453C1479ABBBCC188173B00E,https://yts.mx/torrent/download/94D1A05D19CA901464E204B4BAD9BD5A09736968,1,"Al Roberts writes a gossip column for the Daily Express. He will write about anyone and everyone as long as he gets the credit. He gets into a little difficulty with a hood named Goebel who sends Frankie to talk to Alvin. But Al has the confession of Frankie on cylinders so Frankie becomes his own bodyguard and information line. One person Al is always taking digs at is crooner Bunny Harmon, because he hates crooners. When he writes a story about Dorothy's blessed event, he comes to regret destroying her life. But more importantly to Al and Frankie, her man may end 'Spilling the Dirt' permanently. —Tony Fontana"
The Impressionists,Phil Grabsky,2015,Documentary,3,-,-,8,https://yts.mx/torrent/download/F2B68DB289518E397DB6879F2BE9829FD5C910AC,https://yts.mx/torrent/download/FDDCF1BF3BE100789CEBEFC961ACF3AA8E0CD8BB,1,"Impressionism was one of the most revolutionary movements of the XIX century. Monet, Renoir, Cezanne, Degas and Pissarro among other shook the foundations of artistic practice, and here we learn who they really were."
Hoffman,Alvin Rakoff,1970,Comedy,4,-,-,6.9,https://yts.mx/torrent/download/0B5819DDC30D04472089BB4F6066807F00C5FB4D,https://yts.mx/torrent/download/F84C521DFD0C0147B588A998F67F16D1DFBE8C46,1,A lonely executive blackmails a young girl from the steno pool into spending a week with him at his flat. Full of wonderful mind games and dialogue Mister Hoffman only wants to share his love. The rather typical plot really involves only two people through out giving us lots of time to see what they can do. —The Kid @ Bellevue
Crocodile Island,Shixing Xu,2020,Adventure / Horror,5,-,-,4.1,https://yts.mx/torrent/download/AE5F7C362F1EF666D61F16975F79166FF63D0268,https://yts.mx/torrent/download/F9D54F60F894574E8AFE24235FE928344032B45E,2,"The area around the Devil's Sea is also known as the Bermuda Triangle of Asia. Due to electromagnetic interference, aviation accidents occur frequently in the area. Lin Hao (Gallen Lo) and his daughter Yi (Liao Yinyue) were passengers on Flight GZ261. While flying over the Devil's Sea, the plane malfunctions, causing an emergency landing on Crocodile Island. Hao and other driver passengers encounter a large crocodile and spider and engage in a battle for survival. When Yi is captured by a giant monster, Hao struggles to save his daughter. —pringadikurniawan-02638"
