name,director,year,genre,likes,rating,critics,imbdScore,Torrent720,Torrent1080,cantComent,synopsis
Aerial Ireland,Stephen Rooke,2017,Documentary,4,-,-,7.9,https://yts.mx/torrent/download/ABB770443355268FDCC8CA8F78AD761FA5D8E2D1,https://yts.mx/torrent/download/4BB9C4473EFE05DD7EA4C4DE49DF8F632F5A154D,1,"Take a cross-country flight over Ireland's natural wonders and ancient ruins. In this spectacular overview of the historically significant Emerald Isle, we soar over Neolithic tombs of the Celtic era, medieval castles of the Vikings, and modern cities humming with life. From the tower that inspired a novelist to the ancestral home of a famous stout, we explore the sites, the people, and the milestones of this unique gem of Western Europe."
Hollywood Fringe,Megan Huber,2020,Comedy / Drama / Musical,0,-,-,5.7,https://yts.mx/torrent/download/39AFAE16671261B6A3B0DFB35D9C070C76939830,https://yts.mx/torrent/download/6FD1FB64947A31CCD2C9A8B1F405CCAF5475F888,0,"Two married, down-on-their-luck, actors decide to put on a site-specific play about their unsuccessful life in Hollywood."
Exhibition on Screen: Michelangelo Love and Death,David Bickerstaff,2017,Documentary,9,-,-,7.8,https://yts.mx/torrent/download/CC8AA2F6BB48AB790199DC9B830250592985DC9E,https://yts.mx/torrent/download/7835680A1625B8E0E8891455671BC0B4145C8593,1,"The life and work of Michelangelo, one of the most important artists of the Italian High Renaissance, are brought to life in this documentary through an exhibition in the National Gallery that also explore his relationship with da Vinci."
Hollywood Fringe,Megan Huber,2020,Comedy / Drama / Musical,0,-,-,5.7,https://yts.mx/torrent/download/39AFAE16671261B6A3B0DFB35D9C070C76939830,https://yts.mx/torrent/download/6FD1FB64947A31CCD2C9A8B1F405CCAF5475F888,0,"Two married, down-on-their-luck, actors decide to put on a site-specific play about their unsuccessful life in Hollywood."
Exhibition on Screen: Michelangelo Love and Death,David Bickerstaff,2017,Documentary,9,-,-,7.8,https://yts.mx/torrent/download/CC8AA2F6BB48AB790199DC9B830250592985DC9E,https://yts.mx/torrent/download/7835680A1625B8E0E8891455671BC0B4145C8593,1,"The life and work of Michelangelo, one of the most important artists of the Italian High Renaissance, are brought to life in this documentary through an exhibition in the National Gallery that also explore his relationship with da Vinci."
Black Medusa,Youssef Chebbi,2021,Drama / Thriller,3,-,71%,5.3,https://yts.mx/torrent/download/F2979EAE0B23730FA63D66C957CFC4CFE2D56239,https://yts.mx/torrent/download/E8E4B08637C71502466BEADE0CBC9CE9E223692A,0,"Nada is a young woman leading a double life. During the daytime she's quiet and reserved, but after dark she dives into the nightlife of Tunis and picks up men. First, she lets them tell their stories - as she doesn't speak, she acts as a kind of confidante - then beats the hell out of them. When a new colleague, Noura, arrives at her workplace and Nada finds a mythical knife at the home of one of her victims, events are unleashed over which Nada has less and less control. —Jakkepoes"
Frida Kahlo,Ali Ray,2020,Biography / Documentary / History,3,-,-,7.1,https://yts.mx/torrent/download/A243D7F5CE3ABC0484C1AAFA53CB6124457911A2,https://yts.mx/torrent/download/192250A5D0550CA35A30BEE775D6A581FA7487F8,7,"Who was Frida Kahlo? Everyone knows her, but who was the woman behind the bright colours, the big brows, and the floral crowns? Take a journey through the life of a true icon, discover her art, and uncover the truth behind her often turbulent life. Making use of the latest technology to deliver previously unimaginable quality, we take an in-depth look at key works throughout her career. Using letters Kahlo wrote to guide us, this definitive film reveals her deepest emotions and unlocks the secrets and symbolism contained within her art. Exhibition on Screen's trademark combination of interviews, commentary and a detailed exploration of her art delivers a treasure trove of colour and a feast of vibrancy. This personal and intimate film offers privileged access to her works, and highlights the source of her feverish creativity, her resilience, and her unmatched lust for life, politics, men and women. Delving deeper than any film has done before, engaging with world-renowned Kahlo experts, exploring how great an artist she was, discover the real Frida Kahlo."
Exhibition on Screen: The Artist's Garden: American Impressionism,Phil Grabsky,2017,Documentary,2,-,-,7.7,https://yts.mx/torrent/download/191C675CAE31C0CCF61790C9BD7972F453E7F280,https://yts.mx/torrent/download/BE60D7628623C804CE2A57BDC5265BD36EBB9DF6,0,"Taking its lead from French artists like Renoir and Monet, the American impressionist movement followed its own path which over a forty-year period (the garden movement, 1887-1920) reveals as much about America as a nation as it does about its art as a creative power-house. It's a story closely tied to a love of gardens and a desire to preserve nature in a rapidly urbanizing nation. —Canon y mus"
Zouzou,Marc Allégret,1934,Crime / Musical / Romance,1,-,-,6.4,https://yts.mx/torrent/download/A9B2AB970E18B6D1C1B7BD2131CBEF3410CF8855,https://yts.mx/torrent/download/0F730FA17630B8B2C34C2EC001244580286499E1,1,"As children, Zouzou and Jean are paired in a traveling circus as twins: she's dark, he's light. After they've grown, he treats her as if she were his sister, but she's in love with him. In Paris, he's a music hall electrician, she's a laundress who delivers clean underwear to the hall. She introduces him to Claire, her friend at work, and the couple fall in love. Jean conspires to get the show's star out of town and for the theater manager to see the high-spirited Zouzou perform. When Jean's accused of murder and Zouzou needs money to mount his defense, she pleads to go on stage. Her talents may save the show, but can anything save her dream of life with Jean? —"
Vincent Van Gogh - A New Way Of Seeing,David Bickerstaff,2015,Documentary,7,-,-,7.7,https://yts.mx/torrent/download/A39CE9D51886D9A51DD079413109D4D164FBD94F,https://yts.mx/torrent/download/546E709B8228E7B1E28800EACD250424B6575F8B,1,"Delving deep into the fascinating and sometimes deeply troubled world of Vincent van Gogh who, perhaps more than any other artist, has long captured the imagination of storytellers."
Exhibition on Screen: Canaletto & the Art of Venice,David Bickerstaff,2017,Documentary,4,-,-,7.1,https://yts.mx/torrent/download/01C755598D593D6C62BA948F7F055B1D2BDD376E,https://yts.mx/torrent/download/454E4B9C82616546B72F85C1762C8B5B492D1078,0,"An journey into the life and art of Venice's famous view-painter, no artist better captures the essence and allure of Venice than Giovanni Antonio Canal, better known as Canaletto."
Aerial New Zealand,Phil Keoghan,2017,Documentary,5,-,-,7.7,https://yts.mx/torrent/download/090902D4CB46B0EE2A49CE539FCAAB7B7AA3032E,https://yts.mx/torrent/download/6D26166E0A7AD6D336069833503E95F4465D512B,2,"Take an epic voyage over the remote island nation of New Zealand, the last habitable landmass to be discovered on the planet. No bigger than the state of Colorado, this small country offers an incredibly diverse landscape view that changes dramatically with each mile. From snow-capped mountains to sandy beaches, and from the glacier-carved Fiordland National Park to the crater lake of Mount Ruapehu, New Zealand is a land of extremes. It's a place where fire clashes with ice and people are always pushing the limits."
Butlers in Love,David Weaver,2022,Comedy / Romance,6,-,-,6.2,https://yts.mx/torrent/download/41B71762A52297865C5CC408A411DB2682901EDF,https://yts.mx/torrent/download/731AD7F2007C3E42FAF446DA66F34DA5D6545D3D,0,"Emma Conroy has wanted to be a butler since she was a child being enthralled with the British television show Plumshire Manor depicting its life. As such, she is aiming to get a job in one of the royal estates of Europe. After several unsuccessful applications to many of the butler academies in the US, she bolstering her resume as requested after each of those unsuccessful attempts, she is offered the final spot in this year's class at the prestigious American Butler Academy in Maryland under the tutelage of Charles Willoughby, this only the first step as she learns upon arrival that one-third of her class will not graduate. While she has all the knowledge in her head and is diligent in studying, she is finding that it is like having stage fright in the actual execution in failing time and time again, she seeming to need to find a way to claw her way out of that bottom third. Conversely, Henry Walker, one of her classmates, doesn't even seem to want to be there in being less than meticulous in his attitude - he and Emma butting heads always getting her in trouble in the process - yet he seems to always come out smelling like a rose in having a natural aptitude to the work. Emma learns the reason for Henry doing well is that he is a legacy butler, having come from a line of two hundred years of butlers, but instead of following in his father's footsteps as his father expects, he has other thoughts as a wanted profession, namely to be a chef. Mr. Willoughby suggests that the two work together in each being able to provide a needed perspective and skill that the other does not have toward the work. In the process, each may open the other's eyes to what he/she truly wants and possibly how to achieve it. —Huggo"
Minnesota Clay,Sergio Corbucci,1964,Action / War / Western,2,-,-,6.1,https://yts.mx/torrent/download/761AD2C8D0461937FB8F295DAA25165C20FA2250,https://yts.mx/torrent/download/D844F2EF24D955C88DFC71652A86432949767DDF,0,"Wrongfully imprisoned for a crime he did not commit, Minnesota Clay seeks revenge on the man who withheld evidence at his trial. The catch: he is going blind."
A Little Water,Alexandra Zelman-Doring,2019,Drama,0,-,-,4.4,https://yts.mx/torrent/download/C522AF2E899DCD07325F1C34CA1EC31EFCC7649C,https://yts.mx/torrent/download/59D200EECADF99E7E7295EE42DD018C4CDB6CF86,0,"On the anniversary of a tragic accident, four adults reunite for a weekend by the lake. Slipping into the familiarities of their close past, home comforts soon turn to hidden truths. As the secrets ripple out, the siblings, friends and lovers are pushed to face each other like never before in a night that promises to change them forever. —Paired Entertainment"
Exhibition on Screen: Cézanne: Portraits of a Life,Phil Grabsky,2018,Documentary,4,-,-,7,https://yts.mx/torrent/download/536D944070E1526E7B85D317E76538FF936DA8C1,https://yts.mx/torrent/download/DC088A6EF3B3A64C413DC8EF20F309BD6B2B4EEB,0,One cannot appreciate 20th-century art without understanding the significance and genius of Paul Cézanne.
"Exhibition on Screen: I, Claude Monet",Phil Grabsky,2017,Documentary / History,2,-,-,7.3,https://yts.mx/torrent/download/9F8054FD0F692E4C44A85D3D9ABC25D2D48FC498,https://yts.mx/torrent/download/6FDA7FCCC3D6C2D0AEE6586821612F605F32893F,0,"From award-winning director Phil Grabsky comes this fresh new look at arguably the world's favourite artist - through his own words. Based on over 2500 letters and narrated by Henry Goodman, I, Claude Monet reveals new insight into the man who not only painted the picture that gave birth to impressionism but who was perhaps the most influential and successful painter of the 19th and early 20th centuries."
Drifting,Jun LI,2021,Drama,2,-,-,7,https://yts.mx/torrent/download/C8F2B9C9F04618C5D266B94504BBDDDD4AD486AE,https://yts.mx/torrent/download/4CDB939712CF376E82C8268C5FB7484CB16CFE29,2,"Just out of jail, Fai finds a spot on a street corner where other homeless people welcome him. But he doesn't get much time to settle in. The police soon chase them away, and their possessions disappear into a garbage truck. Young social worker Ms Ho thinks it's time to fight this in court. In the meantime, Fai and his friends have other concerns. —jakkepoes"
To All a Goodnight,David Hess,1980,Horror / Mystery / Thriller,2,-,-,4.7,https://yts.mx/torrent/download/76DFB309D496DACE99AAC296EEDD3658CFE19511,https://yts.mx/torrent/download/FD09D271C8588F5CC527484EC7043CEAB709E49B,1,"It's Christmas break at the Calvin Finishing School for Girls, and the students are planning a big party while the president of the school is away. A group of boys show up and the fun begins, until mysterious killer starts bumping off couples one by one. The police show up and promise to keep everyone safe, but they prove ineffectual against the crazed psycho. Could the killings have anything to do with the girl who was killed in an initiation stunt at the school a few years earlier? —Jean-Marc Rocher"
Honey Hunters,Krystian Matysek,2016,Documentary,3,-,-,6.7,https://yts.mx/torrent/download/7307F499FB71B274C73B4627878A52E1CF31B900,https://yts.mx/torrent/download/FD09D271C8588F5CC527484EC7043CEAB709E49B,0,"1 in every 3 bites of food are, in some way, pollinated by honey bees. Across the globe, various traditions have retained a respect and love for these small insects, despite their alarming decline. From the perilous hills of Nepal to the unlikely rooftops of Paris, this breathtaking doc showcases honey bees in all their majestic glory, and the extreme techniques involved in protecting, breeding and harvesting the produce of these extraordinary animals."
